"timeframe" "time" "price_in_usd"
"ALL" "2024-06-22_03:30:00" 64113.8649019506
"ALL" "2024-06-15_03:30:00" 66006.7402466095
"ALL" "2024-06-07_03:30:00" 70759.1844842714
"ALL" "2024-05-31_03:30:00" 68362.5159429005
"ALL" "2024-05-24_03:30:00" 67928.1302862087
"ALL" "2024-05-16_03:30:00" 66256.1118170564
"ALL" "2024-05-09_03:30:00" 61191.2005309392
"ALL" "2024-05-02_03:30:00" 58253.7047001797
"ALL" "2024-04-24_03:30:00" 66408.7220661493
"ALL" "2024-04-17_03:30:00" 63831.8472221937
"ALL" "2024-04-09_03:30:00" 71632.5026622313
"ALL" "2024-04-02_03:30:00" 69705.0243224739
"ALL" "2024-03-26_03:30:00" 69931.326350589
"ALL" "2024-03-18_03:30:00" 68371.3072649579
"ALL" "2024-03-11_03:30:00" 69020.5497746578
"ALL" "2024-03-04_03:30:00" 63137.0046815427
"ALL" "2024-02-25_03:30:00" 51565.2153639478
"ALL" "2024-02-18_03:30:00" 51661.9701145538
"ALL" "2024-02-11_03:30:00" 47768.9681304591
"ALL" "2024-02-03_03:30:00" 43184.9636789534
"ALL" "2024-01-27_03:30:00" 41815.625020172
"ALL" "2024-01-19_03:30:00" 41278.4591854003
"ALL" "2024-01-12_03:30:00" 46354.7931880012
"ALL" "2024-01-05_03:30:00" 44192.9786987717
"ALL" "2023-12-28_03:30:00" 43468.1980626735
"ALL" "2023-12-21_03:30:00" 43648.1249306302
"ALL" "2023-12-14_03:30:00" 42884.262691725
"ALL" "2023-12-06_03:30:00" 44080.0242501869
"ALL" "2023-11-29_03:30:00" 37826.105521743
"ALL" "2023-11-21_03:30:00" 37469.1597071434
"ALL" "2023-11-14_03:30:00" 36491.787577554
"ALL" "2023-11-07_03:30:00" 35047.7936330374
"ALL" "2023-10-30_03:30:00" 34531.7413739892
"ALL" "2023-10-23_03:30:00" 30140.6848629718
"ALL" "2023-10-16_03:30:00" 27162.6282288816
"ALL" "2023-10-08_03:30:00" 27971.6781072086
"ALL" "2023-10-01_03:30:00" 26967.3974331494
"ALL" "2023-09-24_03:30:00" 26579.3739860713
"ALL" "2023-09-16_03:30:00" 26606.1986522569
"ALL" "2023-09-09_03:30:00" 25905.4249124824
"ALL" "2023-09-01_03:30:00" 25934.0208061586
"ALL" "2023-08-25_03:30:00" 26163.6800536736
"ALL" "2023-08-18_03:30:00" 26636.0784021093
"ALL" "2023-08-10_03:30:00" 29563.9718365603
"ALL" "2023-08-03_03:30:00" 29161.8119457041
"ALL" "2023-07-27_03:30:00" 29353.7988292154
"ALL" "2023-07-19_03:30:00" 29862.04720795
"ALL" "2023-07-12_03:30:00" 30622.2469455637
"ALL" "2023-07-04_03:30:00" 31156.8649216554
"ALL" "2023-06-27_03:30:00" 30274.3211879661
"ALL" "2023-06-20_03:30:00" 26841.6635300996
"ALL" "2023-06-12_03:30:00" 25934.2855973595
"ALL" "2023-06-05_03:30:00" 27123.1099638092
"ALL" "2023-05-29_03:30:00" 28075.5921411669
"ALL" "2023-05-21_03:30:00" 27118.4232282803
"ALL" "2023-05-14_03:30:00" 26788.9742917708
"ALL" "2023-05-07_03:30:00" 28901.6228241325
"ALL" "2023-04-29_03:30:00" 29336.5670352512
"ALL" "2023-04-22_03:30:00" 27265.8950162583
"ALL" "2023-04-14_03:30:00" 30409.5616914944
"ALL" "2023-04-07_03:30:00" 28038.9669696205
"ALL" "2023-03-31_03:30:00" 28032.2622677886
"ALL" "2023-03-23_03:30:00" 27301.9574943549
"ALL" "2023-03-16_03:30:00" 24373.4566170173
"ALL" "2023-03-09_03:30:00" 21720.0793175611
"ALL" "2023-03-01_03:30:00" 23150.9299581785
"ALL" "2023-02-22_03:30:00" 24437.4184799228
"ALL" "2023-02-14_03:30:00" 21801.8231464442
"ALL" "2023-02-07_03:30:00" 22757.2675418795
"ALL" "2023-01-31_03:30:00" 22840.7960906001
"ALL" "2023-01-23_03:30:00" 22721.0886719506
"ALL" "2023-01-16_03:30:00" 20882.2238766183
"ALL" "2023-01-09_03:30:00" 17093.9924981225
"ALL" "2023-01-01_03:30:00" 16547.9143978715
"ALL" "2022-12-25_03:30:00" 16847.5053641059
"ALL" "2022-12-18_03:30:00" 16795.6092258732
"ALL" "2022-12-10_03:30:00" 17134.2213652805
"ALL" "2022-12-03_03:30:00" 17090.0984850759
"ALL" "2022-11-25_03:30:00" 16602.2695164974
"ALL" "2022-11-18_03:30:00" 16687.9115750712
"ALL" "2022-11-11_03:30:00" 17583.2524305101
"ALL" "2022-11-03_03:30:00" 20162.6892278966
"ALL" "2022-10-27_03:30:00" 20772.8030271027
"ALL" "2022-10-20_03:30:00" 19138.0850568701
"ALL" "2022-10-12_03:30:00" 19052.6457860076
"ALL" "2022-10-05_03:30:00" 20335.8995793765
"ALL" "2022-09-27_03:30:00" 19221.8407127512
"ALL" "2022-09-20_04:30:00" 19545.5912754153
"ALL" "2022-09-13_04:30:00" 22371.4806397841
"ALL" "2022-09-05_04:30:00" 19988.7898184332
"ALL" "2022-08-29_04:30:00" 19615.1533628598
"ALL" "2022-08-22_04:30:00" 21531.4638488066
"ALL" "2022-08-14_04:30:00" 24429.0574370816
"ALL" "2022-08-07_04:30:00" 22963.5062436219
"ALL" "2022-07-31_04:30:00" 23652.0696621219
"ALL" "2022-07-23_04:30:00" 22706.9834272109
"ALL" "2022-07-16_04:30:00" 20834.104129429
"ALL" "2022-07-08_04:30:00" 21637.1550515826
"ALL" "2022-07-01_04:30:00" 19820.4704741998
"ALL" "2022-06-24_04:30:00" 21084.6480617906
"ALL" "2022-06-16_04:30:00" 22576.305346187
"ALL" "2022-06-09_04:30:00" 30215.2789745803
"ALL" "2022-06-02_04:30:00" 29794.8900797802
"ALL" "2022-05-25_04:30:00" 29653.1352936196
"ALL" "2022-05-18_04:30:00" 30424.4792225503
"ALL" "2022-05-10_04:30:00" 30273.654218841
"ALL" "2022-05-03_04:30:00" 38528.1100380674
"ALL" "2022-04-26_04:30:00" 40448.4226744585
"ALL" "2022-04-18_04:30:00" 39721.2029153003
"ALL" "2022-04-11_04:30:00" 42201.0382303314
"ALL" "2022-04-04_04:30:00" 46445.2716196297
"ALL" "2022-03-27_04:30:00" 44505.3571023706
"ALL" "2022-03-20_03:30:00" 42191.4053121278
"ALL" "2022-03-13_03:30:00" 38884.7248489191
"ALL" "2022-03-05_03:30:00" 39148.4497050197
"ALL" "2022-02-26_03:30:00" 39213.0837830814
"ALL" "2022-02-18_03:30:00" 40552.1325746996
"ALL" "2022-02-11_03:30:00" 43571.1304633789
"ALL" "2022-02-04_03:30:00" 37149.2641415061
"ALL" "2022-01-27_03:30:00" 36841.8806089473
"ALL" "2022-01-20_03:30:00" 41744.0280591734
"ALL" "2022-01-13_03:30:00" 43946.7417177351
"ALL" "2022-01-05_03:30:00" 45899.3587395826
"ALL" "2021-12-29_03:30:00" 47623.8704633248
"ALL" "2021-12-21_03:30:00" 46886.0774573853
"ALL" "2021-12-14_03:30:00" 46709.8224590995
"ALL" "2021-12-07_03:30:00" 50581.8300495181
"ALL" "2021-11-29_03:30:00" 57291.904734501
"ALL" "2021-11-22_03:30:00" 58706.8493839442
"ALL" "2021-11-15_03:30:00" 65521.2893420962
"ALL" "2021-11-07_03:30:00" 61554.9218050145
"ALL" "2021-10-31_03:30:00" 61850.4894560928
"ALL" "2021-10-24_03:30:00" 61368.3431714217
"ALL" "2021-10-16_03:30:00" 61609.5271462034
"ALL" "2021-10-09_03:30:00" 53929.7814684072
"ALL" "2021-10-01_03:30:00" 43816.7406442989
"ALL" "2021-09-24_03:30:00" 44894.3021232609
"ALL" "2021-09-17_04:30:00" 47771.0031076542
"ALL" "2021-09-09_04:30:00" 45774.74222293
"ALL" "2021-09-02_04:30:00" 48807.8488618
"ALL" "2021-08-26_04:30:00" 49002.64180701
"ALL" "2021-08-18_04:30:00" 44686.75080965
"ALL" "2021-08-11_04:30:00" 45599.70402605
"ALL" "2021-08-03_04:30:00" 39178.40356586
"ALL" "2021-07-27_04:30:00" 37276.03602972
"ALL" "2021-07-20_04:30:00" 30838.28525375
"ALL" "2021-07-12_04:30:00" 34254.01659458
"ALL" "2021-07-05_04:30:00" 35284.34443007
"ALL" "2021-06-28_04:30:00" 34679.12222205
"ALL" "2021-06-20_04:30:00" 35563.13941499
"ALL" "2021-06-13_04:30:00" 35555.79014042
"ALL" "2021-06-06_04:30:00" 35538.60872998
"ALL" "2021-05-29_04:30:00" 35684.1568817
"ALL" "2021-05-22_04:30:00" 37371.02990629
"ALL" "2021-05-14_04:30:00" 49682.9818555
"ALL" "2021-05-07_04:30:00" 56413.95355125
"ALL" "2021-04-30_04:30:00" 53568.66358369
"ALL" "2021-04-22_04:30:00" 53857.10689483
"ALL" "2021-04-15_04:30:00" 63075.19622093
"ALL" "2021-04-08_04:30:00" 56099.91311078
"ALL" "2021-03-31_04:30:00" 58930.27778393
"ALL" "2021-03-24_04:30:00" 54710.48908407
"ALL" "2021-03-16_03:30:00" 55840.78651437
"ALL" "2021-03-09_03:30:00" 52272.96978194
"ALL" "2021-03-02_03:30:00" 49612.10703748
"ALL" "2021-02-22_03:30:00" 57532.73886407
"ALL" "2021-02-15_03:30:00" 48696.53665993
"ALL" "2021-02-08_03:30:00" 38886.82728995
"ALL" "2021-01-31_03:30:00" 34270.87759214
"ALL" "2021-01-24_03:30:00" 32064.37631516
"ALL" "2021-01-17_03:30:00" 36163.64923243
"ALL" "2021-01-09_03:30:00" 40788.64052286
"ALL" "2021-01-02_03:30:00" 29376.45583414
"ALL" "2020-12-25_03:30:00" 23733.56954677
"ALL" "2020-12-18_03:30:00" 22806.79637266
"ALL" "2020-12-11_03:30:00" 18263.92925463
"ALL" "2020-12-03_03:30:00" 19205.92540409
"ALL" "2020-11-26_03:30:00" 18729.84058731
"ALL" "2020-11-19_03:30:00" 17803.86174661
"ALL" "2020-11-11_03:30:00" 15290.90879034
"ALL" "2020-11-04_03:30:00" 13950.4879059
"ALL" "2020-10-27_03:30:00" 13075.24249433
"ALL" "2020-10-20_03:30:00" 11745.97493298
"ALL" "2020-10-13_03:30:00" 11548.71975926
"ALL" "2020-10-05_03:30:00" 10676.52895637
"ALL" "2020-09-28_03:30:00" 10776.6136391
"ALL" "2020-09-21_03:30:00" 10934.9255349
"ALL" "2020-09-13_04:30:00" 10452.3990309
"ALL" "2020-09-06_04:30:00" 10167.2167634
"ALL" "2020-08-30_04:30:00" 11508.7139745
"ALL" "2020-08-22_04:30:00" 11585.4775342
"ALL" "2020-08-15_04:30:00" 11768.6971443
"ALL" "2020-08-07_04:30:00" 11778.8942824
"ALL" "2020-07-31_04:30:00" 11110.2109424
"ALL" "2020-07-24_04:30:00" 9585.51480236
"ALL" "2020-07-16_04:30:00" 9191.9802336
"ALL" "2020-07-09_04:30:00" 9427.99387728
"ALL" "2020-07-02_04:30:00" 9231.13965322
"ALL" "2020-06-24_04:30:00" 9632.14957943
"ALL" "2020-06-17_04:30:00" 9533.78375101
"ALL" "2020-06-09_04:30:00" 9774.35993635
"ALL" "2020-06-02_04:30:00" 10162.9731448
"ALL" "2020-05-26_04:30:00" 8909.58607327
"ALL" "2020-05-18_04:30:00" 9675.69498013
"ALL" "2020-05-11_04:30:00" 8755.5356389
"ALL" "2020-05-04_04:30:00" 8895.74487399
"ALL" "2020-04-26_04:30:00" 7570.13893823
"ALL" "2020-04-19_04:30:00" 7260.92257873
"ALL" "2020-04-12_04:30:00" 6858.06802459
"ALL" "2020-04-04_04:30:00" 6738.38301967
"ALL" "2020-03-28_04:30:00" 6467.25404592
"ALL" "2020-03-20_03:30:00" 6191.65372133
"ALL" "2020-03-13_03:30:00" 5017.83083939
"ALL" "2020-03-06_03:30:00" 9078.30852906
"ALL" "2020-02-27_03:30:00" 8825.09351775
"ALL" "2020-02-20_03:30:00" 9629.32531033
"ALL" "2020-02-13_03:30:00" 10323.9604932
"ALL" "2020-02-05_03:30:00" 9183.41577743
"ALL" "2020-01-29_03:30:00" 9357.47037892
"ALL" "2020-01-21_03:30:00" 8658.99118302
"ALL" "2020-01-14_03:30:00" 8140.93309605
"ALL" "2020-01-07_03:30:00" 7768.68189098
"ALL" "2019-12-30_03:30:00" 7420.27278806
"ALL" "2019-12-23_03:30:00" 7508.90255573
"ALL" "2019-12-16_03:30:00" 7153.66322803
"ALL" "2019-12-08_03:30:00" 7551.33900507
"ALL" "2019-12-01_03:30:00" 7571.61619421
"ALL" "2019-11-24_03:30:00" 7398.63390574
"ALL" "2019-11-16_03:30:00" 8491.16631667
"ALL" "2019-11-09_03:30:00" 8809.46919831
"ALL" "2019-11-01_03:30:00" 9193.99198943
"ALL" "2019-10-25_03:30:00" 7490.70317641
"ALL" "2019-10-18_03:30:00" 8100.93361588
"ALL" "2019-10-10_03:30:00" 8585.2798473
"ALL" "2019-10-03_03:30:00" 8390.77428822
"ALL" "2019-09-26_03:30:00" 8487.66958635
"ALL" "2019-09-18_04:30:00" 10247.7960832
"ALL" "2019-09-11_04:30:00" 10123.0347321
"ALL" "2019-09-03_04:30:00" 10345.7251399
"ALL" "2019-08-27_04:30:00" 10372.8263035
"ALL" "2019-08-20_04:30:00" 10916.3467171
"ALL" "2019-08-12_04:30:00" 11528.1893667
"ALL" "2019-08-05_04:30:00" 10960.7357349
"ALL" "2019-07-29_04:30:00" 9548.17889422
"ALL" "2019-07-21_04:30:00" 10777.5296892
"ALL" "2019-07-14_04:30:00" 11381.0208987
"ALL" "2019-07-07_04:30:00" 11217.6159338
"ALL" "2019-06-29_04:30:00" 12400.7636934
"ALL" "2019-06-22_04:30:00" 10175.9239561
"ALL" "2019-06-14_04:30:00" 8230.89877378
"ALL" "2019-06-07_04:30:00" 7826.90126518
"ALL" "2019-05-31_04:30:00" 8320.28637611
"ALL" "2019-05-23_04:30:00" 7677.26883391
"ALL" "2019-05-16_04:30:00" 8194.50090343
"ALL" "2019-05-09_04:30:00" 5982.31627033
"ALL" "2019-05-01_04:30:00" 5350.91450555
"ALL" "2019-04-24_04:30:00" 5571.50817669
"ALL" "2019-04-16_04:30:00" 5066.57760057
"ALL" "2019-04-09_04:30:00" 5289.91798137
"ALL" "2019-04-02_04:30:00" 4156.91964324
"ALL" "2019-03-25_04:30:00" 4024.11267975
"ALL" "2019-03-18_03:30:00" 4029.96845808
"ALL" "2019-03-11_03:30:00" 3953.74017402
"ALL" "2019-03-03_03:30:00" 3862.26616642
"ALL" "2019-02-24_03:30:00" 4145.45786231
"ALL" "2019-02-17_03:30:00" 3633.35947964
"ALL" "2019-02-09_03:30:00" 3671.58595682
"ALL" "2019-02-02_03:30:00" 3484.62588008
"ALL" "2019-01-25_03:30:00" 3607.3903841
"ALL" "2019-01-18_03:30:00" 3677.99058389
"ALL" "2019-01-11_03:30:00" 3674.01543102
"ALL" "2019-01-03_03:30:00" 3931.04863841
"ALL" "2018-12-27_03:30:00" 3854.68857317
"ALL" "2018-12-20_03:30:00" 3742.19518335
"ALL" "2018-12-12_03:30:00" 3421.4583733
"ALL" "2018-12-05_03:30:00" 3958.89472485
"ALL" "2018-11-27_03:30:00" 3765.95
"ALL" "2018-11-20_03:30:00" 4863.93
"ALL" "2018-11-13_03:30:00" 6373.19
"ALL" "2018-11-05_03:30:00" 6363.62
"ALL" "2018-10-29_03:30:00" 6492.35
"ALL" "2018-10-22_03:30:00" 6486.05
"ALL" "2018-10-14_03:30:00" 6288.49
"ALL" "2018-10-07_03:30:00" 6590.68
"ALL" "2018-09-30_03:30:00" 6604.71
"ALL" "2018-09-22_03:30:00" 6735.05
"ALL" "2018-09-15_04:30:00" 6509.4
"ALL" "2018-09-07_04:30:00" 6528.92
"ALL" "2018-08-31_04:30:00" 6973.97
"ALL" "2018-08-24_04:30:00" 6551.52
"ALL" "2018-08-16_04:30:00" 6294.23
"ALL" "2018-08-09_04:30:00" 6305.56
"ALL" "2018-08-02_04:30:00" 7634.19
"ALL" "2018-07-25_04:30:00" 8379.66015625
"ALL" "2018-07-18_04:30:00" 7315.31982421875
"ALL" "2018-07-10_04:30:00" 6739.2099609375
"ALL" "2018-07-03_04:30:00" 6596.66015625
"ALL" "2018-06-26_04:30:00" 6253.5498046875
"ALL" "2018-06-18_04:30:00" 6510.06982421875
"ALL" "2018-06-11_04:30:00" 6799.2900390625
"ALL" "2018-06-04_04:30:00" 7722.52978515625
"ALL" "2018-05-27_04:30:00" 7362.080078125
"ALL" "2018-05-20_04:30:00" 8246.990234375
"ALL" "2018-05-13_04:30:00" 8515.490234375
"ALL" "2018-05-05_04:30:00" 9700.2802734375
"ALL" "2018-04-28_04:30:00" 8939.26953125
"ALL" "2018-04-20_04:30:00" 8286.8798828125
"ALL" "2018-04-13_04:30:00" 7901.08984375
"ALL" "2018-04-06_04:30:00" 6815.9599609375
"ALL" "2018-03-29_04:30:00" 7979.06982421875
"ALL" "2018-03-22_04:30:00" 8939.4404296875
"ALL" "2018-03-15_03:30:00" 8290.759765625
"ALL" "2018-03-07_03:30:00" 10803.900390625
"ALL" "2018-02-28_03:30:00" 10687.2001953125
"ALL" "2018-02-20_03:30:00" 11231.7998046875
"ALL" "2018-02-13_03:30:00" 8926.7197265625
"ALL" "2018-02-06_03:30:00" 7051.75
"ALL" "2018-01-29_03:30:00" 11755.5
"ALL" "2018-01-22_03:30:00" 11633.099609375
"ALL" "2018-01-15_03:30:00" 13767.2998046875
"ALL" "2018-01-07_03:30:00" 17527.30078125
"ALL" "2017-12-31_03:30:00" 12897.7001953125
"ALL" "2017-12-24_03:30:00" 14608.2001953125
"ALL" "2017-12-16_03:30:00" 17760.30078125
"ALL" "2017-12-09_03:30:00" 16523.30078125
"ALL" "2017-12-01_03:30:00" 10198.599609375
"ALL" "2017-11-24_03:30:00" 8074.02001953125
"ALL" "2017-11-17_03:30:00" 7853.56982421875
"ALL" "2017-11-09_03:30:00" 7446.830078125
"ALL" "2017-11-02_03:30:00" 6777.77001953125
"ALL" "2017-10-26_03:30:00" 5747.9501953125
"ALL" "2017-10-18_03:30:00" 5603.81982421875
"ALL" "2017-10-11_03:30:00" 4789.25
"ALL" "2017-10-03_03:30:00" 4408.4599609375
"ALL" "2017-09-26_03:30:00" 3928.40991210938
"ALL" "2017-09-19_04:30:00" 4073.7900390625
"ALL" "2017-09-11_04:30:00" 4122.47021484375
"ALL" "2017-09-04_04:30:00" 4591.6298828125
"ALL" "2017-08-28_04:30:00" 4384.4501953125
"ALL" "2017-08-20_04:30:00" 4189.31005859375
"ALL" "2017-08-13_04:30:00" 3880.0400390625
"ALL" "2017-08-05_04:30:00" 2897.6298828125
"ALL" "2017-07-29_04:30:00" 2807.02001953125
"ALL" "2017-07-22_04:30:00" 2668.6298828125
"ALL" "2017-07-14_04:30:00" 2360.59008789062
"ALL" "2017-07-07_04:30:00" 2608.59008789062
"ALL" "2017-06-30_04:30:00" 2539.23999023438
"ALL" "2017-06-22_04:30:00" 2691.03002929688
"ALL" "2017-06-15_04:30:00" 2499.580078125
"ALL" "2017-06-08_04:30:00" 2720.48999023438
"ALL" "2017-05-31_04:30:00" 2187.18994140625
"ALL" "2017-05-24_04:30:00" 2321.3701171875
"ALL" "2017-05-16_04:30:00" 1741.69995117188
"ALL" "2017-05-09_04:30:00" 1723.89001464844
"ALL" "2017-05-02_04:30:00" 1421.03002929688
"ALL" "2017-04-24_04:30:00" 1209.63000488281
"ALL" "2017-04-17_04:30:00" 1183.25
"ALL" "2017-04-10_04:30:00" 1187.30004882812
"ALL" "2017-04-02_04:30:00" 1080.60998535156
"ALL" "2017-03-26_04:30:00" 974.015014648438
"ALL" "2017-03-18_03:30:00" 1099.68994140625
"ALL" "2017-03-11_03:30:00" 1116.31994628906
"ALL" "2017-03-04_03:30:00" 1277.43005371094
"ALL" "2017-02-24_03:30:00" 1172.7099609375
"ALL" "2017-02-17_03:30:00" 1026.11999511719
"ALL" "2017-02-10_03:30:00" 995.632019042969
"ALL" "2017-02-02_03:30:00" 990.0009765625
"ALL" "2017-01-26_03:30:00" 902.39501953125
"ALL" "2017-01-19_03:30:00" 888.335021972656
"ALL" "2017-01-11_03:30:00" 908.114990234375
"ALL" "2017-01-04_03:30:00" 1044.40002441406
"ALL" "2016-12-27_03:30:00" 908.35400390625
"ALL" "2016-12-20_03:30:00" 792.247009277344
"ALL" "2016-12-13_03:30:00" 780.64697265625
"ALL" "2016-12-05_03:30:00" 773.393981933594
"ALL" "2016-11-28_03:30:00" 732.484008789062
"ALL" "2016-11-21_03:30:00" 731.265014648438
"ALL" "2016-11-13_03:30:00" 705.195983886719
"ALL" "2016-11-06_03:30:00" 703.81201171875
"ALL" "2016-10-29_03:30:00" 690.289001464844
"ALL" "2016-10-22_03:30:00" 633.135986328125
"ALL" "2016-10-15_03:30:00" 640.310974121094
"ALL" "2016-10-07_03:30:00" 612.607971191406
"ALL" "2016-09-30_03:30:00" 605.715026855469
"ALL" "2016-09-23_03:30:00" 596.198974609375
"ALL" "2016-09-15_04:30:00" 610.588012695312
"ALL" "2016-09-08_04:30:00" 614.635009765625
"ALL" "2016-09-01_04:30:00" 575.546020507812
"ALL" "2016-08-24_04:30:00" 583.411987304688
"ALL" "2016-08-17_04:30:00" 577.760986328125
"ALL" "2016-08-09_04:30:00" 591.038024902344
"ALL" "2016-08-02_04:30:00" 606.39697265625
"ALL" "2016-07-26_04:30:00" 654.226013183594
"ALL" "2016-07-18_04:30:00" 679.809020996094
"ALL" "2016-07-11_04:30:00" 648.484008789062
"ALL" "2016-07-04_04:30:00" 658.804016113281
"ALL" "2016-06-26_04:30:00" 665.931030273438
"ALL" "2016-06-19_04:30:00" 756.68798828125
"ALL" "2016-06-11_04:30:00" 578.674011230469
"ALL" "2016-06-04_04:30:00" 569.705017089844
"ALL" "2016-05-28_04:30:00" 473.028991699219
"ALL" "2016-05-20_04:30:00" 437.792999267578
"ALL" "2016-05-13_04:30:00" 454.850006103516
"ALL" "2016-05-06_04:30:00" 447.941986083984
"ALL" "2016-04-28_04:30:00" 445.037994384766
"ALL" "2016-04-21_04:30:00" 441.415985107422
"ALL" "2016-04-14_04:30:00" 423.934997558594
"ALL" "2016-04-06_04:30:00" 424.283996582031
"ALL" "2016-03-30_04:30:00" 416.834014892578
"ALL" "2016-03-22_04:30:00" 413.131988525391
"ALL" "2016-03-15_03:30:00" 416.388000488281
"ALL" "2016-03-08_03:30:00" 414.464996337891
"ALL" "2016-02-29_03:30:00" 433.43798828125
"ALL" "2016-02-22_03:30:00" 438.989013671875
"ALL" "2016-02-15_03:30:00" 407.567993164062
"ALL" "2016-02-07_03:30:00" 376.514007568359
"ALL" "2016-01-31_03:30:00" 378.292999267578
"ALL" "2016-01-23_03:30:00" 382.433990478516
"ALL" "2016-01-16_03:30:00" 365.072998046875
"ALL" "2016-01-09_03:30:00" 453.382995605469
"ALL" "2016-01-01_03:30:00" 430.721008300781
"ALL" "2015-12-25_03:30:00" 454.855010986328
"ALL" "2015-12-18_03:30:00" 455.846984863281
"ALL" "2015-12-10_03:30:00" 417.988006591797
"ALL" "2015-12-03_03:30:00" 359.330993652344
"ALL" "2015-11-26_03:30:00" 328.303009033203
"ALL" "2015-11-18_03:30:00" 334.592987060547
"ALL" "2015-11-11_03:30:00" 339.820007324219
"ALL" "2015-11-03_03:30:00" 361.872985839844
"ALL" "2015-10-27_03:30:00" 285.180999755859
"ALL" "2015-10-20_03:30:00" 263.571990966797
"ALL" "2015-10-12_03:30:00" 246.875
"ALL" "2015-10-05_03:30:00" 238.147003173828
"ALL" "2015-09-28_03:30:00" 232.835998535156
"ALL" "2015-09-20_04:30:00" 231.399002075195
"ALL" "2015-09-13_04:30:00" 235.242004394531
"ALL" "2015-09-05_04:30:00" 230.199005126953
"ALL" "2015-08-29_04:30:00" 231.54899597168
"ALL" "2015-08-22_04:30:00" 232.662002563477
"ALL" "2015-08-14_04:30:00" 264.131988525391
"ALL" "2015-08-07_04:30:00" 278.740997314453
"ALL" "2015-07-31_04:30:00" 287.696014404297
"ALL" "2015-07-23_04:30:00" 277.341003417969
"ALL" "2015-07-16_04:30:00" 286.0419921875
"ALL" "2015-07-09_04:30:00" 270.826995849609
"ALL" "2015-07-01_04:30:00" 263.345001220703
"ALL" "2015-06-24_04:30:00" 244.281997680664
"ALL" "2015-06-16_04:30:00" 236.764999389648
"ALL" "2015-06-09_04:30:00" 228.537994384766
"ALL" "2015-06-02_04:30:00" 222.893997192383
"ALL" "2015-05-25_04:30:00" 240.927001953125
"ALL" "2015-05-18_04:30:00" 236.886993408203
"ALL" "2015-05-11_04:30:00" 240.29899597168
"ALL" "2015-05-03_04:30:00" 234.880004882812
"ALL" "2015-04-26_04:30:00" 226.410003662109
"ALL" "2015-04-18_04:30:00" 222.852996826172
"ALL" "2015-04-11_04:30:00" 236.016006469727
"ALL" "2015-04-04_04:30:00" 254.291000366211
"ALL" "2015-03-27_04:30:00" 248.565994262695
"ALL" "2015-03-20_03:30:00" 260.955993652344
"ALL" "2015-03-13_03:30:00" 294.118011474609
"ALL" "2015-03-05_03:30:00" 272.739013671875
"ALL" "2015-02-26_03:30:00" 237.337005615234
"ALL" "2015-02-19_03:30:00" 236.410003662109
"ALL" "2015-02-11_03:30:00" 219.731994628906
"ALL" "2015-02-04_03:30:00" 227.511001586914
"ALL" "2015-01-27_03:30:00" 273.1669921875
"ALL" "2015-01-20_03:30:00" 212.906997680664
"ALL" "2015-01-13_03:30:00" 267.394012451172
"ALL" "2015-01-05_03:30:00" 265.084014892578
"ALL" "2014-12-29_03:30:00" 317.700988769531
"ALL" "2014-12-22_03:30:00" 321.067993164062
"ALL" "2014-12-14_03:30:00" 346.726989746094
"ALL" "2014-12-07_03:30:00" 374.835998535156
"ALL" "2014-11-29_03:30:00" 376.152008056641
"ALL" "2014-11-22_03:30:00" 351.60400390625
"ALL" "2014-11-15_03:30:00" 399.649993896484
"ALL" "2014-11-07_03:30:00" 349.817993164062
"ALL" "2014-10-31_03:30:00" 345.009002685547
"ALL" "2014-10-24_03:30:00" 358.591003417969
"ALL" "2014-10-16_03:30:00" 394.518005371094
"ALL" "2014-10-09_03:30:00" 352.747985839844
"ALL" "2014-10-02_03:30:00" 383.988006591797
"ALL" "2014-09-24_03:30:00" 435.751007080078
"ALL" "2014-09-17_04:30:00" 465.864013671875
"ALL" "2014-09-09_04:30:00" 474.880004882812
"ALL" "2014-09-02_04:30:00" 474.475006103516
"ALL" "2014-08-26_04:30:00" 502.544006347656
"ALL" "2014-08-18_04:30:00" 491.506988525391
"ALL" "2014-08-11_04:30:00" 591.281982421875
"ALL" "2014-08-04_04:30:00" 586.232971191406
"ALL" "2014-07-27_04:30:00" 595.671997070312
"ALL" "2014-07-20_04:30:00" 628.559020996094
"ALL" "2014-07-12_04:30:00" 631.880981445312
"ALL" "2014-07-05_04:30:00" 629.950988769531
"ALL" "2014-06-28_04:30:00" 599.077026367188
"ALL" "2014-06-20_04:30:00" 597.401977539062
"ALL" "2014-06-13_04:30:00" 585.695983886719
"ALL" "2014-06-06_04:30:00" 659.283020019531
"ALL" "2014-05-29_04:30:00" 576.330017089844
"ALL" "2014-05-22_04:30:00" 492.049011230469
"ALL" "2014-05-15_04:30:00" 444.135986328125
"ALL" "2014-05-07_04:30:00" 429.341003417969
"ALL" "2014-04-30_04:30:00" 446.890014648438
"ALL" "2014-04-22_04:30:00" 495.454986572266
"ALL" "2014-04-15_04:30:00" 458.372985839844
"ALL" "2014-04-08_04:30:00" 447.613006591797
"ALL" "2014-03-31_04:30:00" 462.299011230469
"ALL" "2014-03-24_04:30:00" 562.507019042969
"ALL" "2014-03-17_03:30:00" 630.919982910156
"ALL" "2014-03-09_03:30:00" 616.309997558594
"ALL" "2014-03-02_03:30:00" 567.22998046875
