"timeframe" "time" "price_in_usd"
"1Y" "2024-07-10_03:30:00" 58033.8844856386
"1Y" "2024-07-09_03:30:00" 56704.5969356415
"1Y" "2024-07-08_03:30:00" 55849.5737694153
"1Y" "2024-07-07_03:30:00" 58239.4304736734
"1Y" "2024-07-06_03:30:00" 56659.075234024
"1Y" "2024-07-05_03:30:00" 57022.8092189746
"1Y" "2024-07-04_03:30:00" 60147.137642006
"1Y" "2024-07-03_03:30:00" 62034.3301365905
"1Y" "2024-07-02_03:30:00" 62844.4115540898
"1Y" "2024-07-01_03:30:00" 62673.6063386528
"1Y" "2024-06-30_03:30:00" 60888.4455615606
"1Y" "2024-06-29_03:30:00" 60319.8732021512
"1Y" "2024-06-28_03:30:00" 61612.8057853413
"1Y" "2024-06-27_03:30:00" 60811.2270218847
"1Y" "2024-06-26_03:30:00" 61789.6754472311
"1Y" "2024-06-25_03:30:00" 60266.2830663474
"1Y" "2024-06-24_03:30:00" 63173.3527128475
"1Y" "2024-06-23_03:30:00" 64248.9631741494
"1Y" "2024-06-22_03:30:00" 64113.8649019506
"1Y" "2024-06-21_03:30:00" 64837.9875894116
"1Y" "2024-06-20_03:30:00" 64960.2953009057
"1Y" "2024-06-19_03:30:00" 65146.6591196714
"1Y" "2024-06-18_03:30:00" 66490.9770080024
"1Y" "2024-06-17_03:30:00" 66636.5154989442
"1Y" "2024-06-16_03:30:00" 66189.3577903179
"1Y" "2024-06-15_03:30:00" 66006.7402466095
"1Y" "2024-06-14_03:30:00" 66747.5695108031
"1Y" "2024-06-13_03:30:00" 68243.1044352463
"1Y" "2024-06-12_03:30:00" 67321.3741025823
"1Y" "2024-06-11_03:30:00" 69508.0797260822
"1Y" "2024-06-10_03:30:00" 69644.3127359651
"1Y" "2024-06-09_03:30:00" 69297.4948168382
"1Y" "2024-06-08_03:30:00" 69324.1765468448
"1Y" "2024-06-07_03:30:00" 70759.1844842714
"1Y" "2024-06-06_03:30:00" 71082.840431362
"1Y" "2024-06-05_03:30:00" 70568.3502921197
"1Y" "2024-06-04_03:30:00" 68804.5672232513
"1Y" "2024-06-03_03:30:00" 67753.8954139676
"1Y" "2024-06-02_03:30:00" 67710.270892225
"1Y" "2024-06-01_03:30:00" 67489.6117770498
"1Y" "2024-05-31_03:30:00" 68362.5159429005
"1Y" "2024-05-30_03:30:00" 67576.0878952647
"1Y" "2024-05-29_03:30:00" 68296.3481343617
"1Y" "2024-05-28_03:30:00" 69392.1967670435
"1Y" "2024-05-27_03:30:00" 68512.1802655161
"1Y" "2024-05-26_03:30:00" 69264.2852545858
"1Y" "2024-05-25_03:30:00" 68526.9222212624
"1Y" "2024-05-24_03:30:00" 67928.1302862087
"1Y" "2024-05-23_03:30:00" 69121.3029390876
"1Y" "2024-05-22_03:30:00" 70135.3186263525
"1Y" "2024-05-21_03:30:00" 71443.0634407286
"1Y" "2024-05-20_03:30:00" 66278.7446711611
"1Y" "2024-05-19_03:30:00" 66937.9300740777
"1Y" "2024-05-18_03:30:00" 67066.2110427919
"1Y" "2024-05-17_03:30:00" 65231.298680324
"1Y" "2024-05-16_03:30:00" 66256.1118170564
"1Y" "2024-05-15_03:30:00" 61553.9898466732
"1Y" "2024-05-14_03:30:00" 62900.7740072673
"1Y" "2024-05-13_03:30:00" 61451.2185129853
"1Y" "2024-05-12_03:30:00" 60793.5020253167
"1Y" "2024-05-11_03:30:00" 60793.3570069146
"1Y" "2024-05-10_03:30:00" 63055.1909954147
"1Y" "2024-05-09_03:30:00" 61191.2005309392
"1Y" "2024-05-08_03:30:00" 62332.6425081457
"1Y" "2024-05-07_03:30:00" 63162.7633988645
"1Y" "2024-05-06_03:30:00" 64038.3135554184
"1Y" "2024-05-05_03:30:00" 63892.4549874494
"1Y" "2024-05-04_03:30:00" 62891.0305478435
"1Y" "2024-05-03_03:30:00" 59122.3008516113
"1Y" "2024-05-02_03:30:00" 58253.7047001797
"1Y" "2024-05-01_03:30:00" 60609.4979456889
"1Y" "2024-04-30_03:30:00" 63839.419865918
"1Y" "2024-04-29_03:30:00" 63106.3642006694
"1Y" "2024-04-28_03:30:00" 63423.5139265635
"1Y" "2024-04-27_03:30:00" 63750.9901461159
"1Y" "2024-04-26_03:30:00" 64485.3699318773
"1Y" "2024-04-25_03:30:00" 64275.0210186857
"1Y" "2024-04-24_03:30:00" 66408.7220661493
"1Y" "2024-04-23_03:30:00" 66839.8945118829
"1Y" "2024-04-22_03:30:00" 64935.6331696056
"1Y" "2024-04-21_03:30:00" 64992.8166095876
"1Y" "2024-04-20_03:30:00" 63851.1000364476
"1Y" "2024-04-19_03:30:00" 63510.7503198651
"1Y" "2024-04-18_03:30:00" 61275.315409319
"1Y" "2024-04-17_03:30:00" 63831.8472221937
"1Y" "2024-04-16_03:30:00" 63419.298487949
"1Y" "2024-04-15_03:30:00" 65739.6445392053
"1Y" "2024-04-14_03:30:00" 63836.2318365827
"1Y" "2024-04-13_03:30:00" 67188.3764273269
"1Y" "2024-04-12_03:30:00" 70061.3796014563
"1Y" "2024-04-11_03:30:00" 70575.7321640038
"1Y" "2024-04-10_03:30:00" 69140.2406434559
"1Y" "2024-04-09_03:30:00" 71632.5026622313
"1Y" "2024-04-08_03:30:00" 69362.5540045166
"1Y" "2024-04-07_03:30:00" 68897.1111298944
"1Y" "2024-04-06_03:30:00" 67840.573581488
"1Y" "2024-04-05_03:30:00" 68515.7542604506
"1Y" "2024-04-04_03:30:00" 65975.6966672092
"1Y" "2024-04-03_03:30:00" 65446.671763903
"1Y" "2024-04-02_03:30:00" 69705.0243224739
"1Y" "2024-04-01_03:30:00" 71333.4847168797
"1Y" "2024-03-31_03:30:00" 69647.7790304267
"1Y" "2024-03-30_03:30:00" 69893.4442882606
"1Y" "2024-03-29_03:30:00" 70744.7965151497
"1Y" "2024-03-28_03:30:00" 69452.7711054015
"1Y" "2024-03-27_03:30:00" 69991.8965149852
"1Y" "2024-03-26_03:30:00" 69931.326350589
"1Y" "2024-03-25_03:30:00" 67234.0975756782
"1Y" "2024-03-24_03:30:00" 64070.752131174
"1Y" "2024-03-23_03:30:00" 63802.7219633034
"1Y" "2024-03-22_03:30:00" 65489.9284596836
"1Y" "2024-03-21_03:30:00" 67911.5838668811
"1Y" "2024-03-20_03:30:00" 61930.15489599
"1Y" "2024-03-19_03:30:00" 67556.1311558065
"1Y" "2024-03-18_03:30:00" 68371.3072649579
"1Y" "2024-03-17_03:30:00" 65316.3448826515
"1Y" "2024-03-16_03:30:00" 69392.4875002576
"1Y" "2024-03-15_03:30:00" 71387.8732028734
"1Y" "2024-03-14_03:30:00" 73079.3733787985
"1Y" "2024-03-13_03:30:00" 71482.1170682073
"1Y" "2024-03-12_03:30:00" 72125.1216267045
"1Y" "2024-03-11_03:30:00" 69020.5497746578
"1Y" "2024-03-10_03:30:00" 68500.2558542071
"1Y" "2024-03-09_03:30:00" 68299.2597262835
"1Y" "2024-03-08_03:30:00" 66938.093484834
"1Y" "2024-03-07_03:30:00" 66099.7416524941
"1Y" "2024-03-06_03:30:00" 63776.0514257971
"1Y" "2024-03-05_03:30:00" 68341.0577818122
"1Y" "2024-03-04_03:30:00" 63137.0046815427
"1Y" "2024-03-03_03:30:00" 62031.5785228643
"1Y" "2024-03-02_03:30:00" 62431.6524817224
"1Y" "2024-03-01_03:30:00" 61168.0624293716
"1Y" "2024-02-29_03:30:00" 62499.1817682341
"1Y" "2024-02-28_03:30:00" 57071.0980532704
"1Y" "2024-02-27_03:30:00" 54519.3620670787
"1Y" "2024-02-26_03:30:00" 51730.5397930603
"1Y" "2024-02-25_03:30:00" 51565.2153639478
"1Y" "2024-02-24_03:30:00" 50736.3700672671
"1Y" "2024-02-23_03:30:00" 51283.9045735482
"1Y" "2024-02-22_03:30:00" 51854.6452196827
"1Y" "2024-02-21_03:30:00" 52273.5357770647
"1Y" "2024-02-20_03:30:00" 51777.7285112097
"1Y" "2024-02-19_03:30:00" 52134.8122142975
"1Y" "2024-02-18_03:30:00" 51661.9701145538
"1Y" "2024-02-17_03:30:00" 52161.6754757898
"1Y" "2024-02-16_03:30:00" 51937.726913942
"1Y" "2024-02-15_03:30:00" 51836.7835750689
"1Y" "2024-02-14_03:30:00" 49733.4447985071
"1Y" "2024-02-13_03:30:00" 49941.3611618475
"1Y" "2024-02-12_03:30:00" 48296.3851963696
"1Y" "2024-02-11_03:30:00" 47768.9681304591
"1Y" "2024-02-10_03:30:00" 47153.5284248774
"1Y" "2024-02-09_03:30:00" 45297.3842529508
"1Y" "2024-02-08_03:30:00" 44332.1256023337
"1Y" "2024-02-07_03:30:00" 43090.0212972066
"1Y" "2024-02-06_03:30:00" 42657.3910738742
"1Y" "2024-02-05_03:30:00" 42577.6229811484
"1Y" "2024-02-04_03:30:00" 42994.9407957104
"1Y" "2024-02-03_03:30:00" 43184.9636789534
"1Y" "2024-02-02_03:30:00" 43077.6391761328
"1Y" "2024-02-01_03:30:00" 42569.7613984399
"1Y" "2024-01-31_03:30:00" 42946.251373978
"1Y" "2024-01-30_03:30:00" 43300.2280935041
"1Y" "2024-01-29_03:30:00" 42030.9153796232
"1Y" "2024-01-28_03:30:00" 42126.1259571253
"1Y" "2024-01-27_03:30:00" 41815.625020172
"1Y" "2024-01-26_03:30:00" 39936.8168833334
"1Y" "2024-01-25_03:30:00" 40075.5490213235
"1Y" "2024-01-24_03:30:00" 39877.5955582972
"1Y" "2024-01-23_03:30:00" 39518.7154526761
"1Y" "2024-01-22_03:30:00" 41553.6526912489
"1Y" "2024-01-21_03:30:00" 41671.488525486
"1Y" "2024-01-20_03:30:00" 41624.5890285851
"1Y" "2024-01-19_03:30:00" 41278.4591854003
"1Y" "2024-01-18_03:30:00" 42742.3116238329
"1Y" "2024-01-17_03:30:00" 43132.1003391655
"1Y" "2024-01-16_03:30:00" 42499.3375361691
"1Y" "2024-01-15_03:30:00" 41715.0665274581
"1Y" "2024-01-14_03:30:00" 42842.2636652252
"1Y" "2024-01-13_03:30:00" 42799.4464877818
"1Y" "2024-01-12_03:30:00" 46354.7931880012
"1Y" "2024-01-11_03:30:00" 46656.073083966
"1Y" "2024-01-10_03:30:00" 46121.5398246707
"1Y" "2024-01-09_03:30:00" 46987.6387410088
"1Y" "2024-01-08_03:30:00" 43948.7069553091
"1Y" "2024-01-07_03:30:00" 43998.4642425627
"1Y" "2024-01-06_03:30:00" 44178.9546068436
"1Y" "2024-01-05_03:30:00" 44192.9786987717
"1Y" "2024-01-04_03:30:00" 42855.8147613589
"1Y" "2024-01-03_03:30:00" 44961.6031868025
"1Y" "2024-01-02_03:30:00" 44187.1390394876
"1Y" "2024-01-01_03:30:00" 42280.2352761923
"1Y" "2023-12-31_03:30:00" 42152.0984535163
"1Y" "2023-12-30_03:30:00" 42091.7526436775
"1Y" "2023-12-29_03:30:00" 42614.6438924239
"1Y" "2023-12-28_03:30:00" 43468.1980626735
"1Y" "2023-12-27_03:30:00" 42518.4685280916
"1Y" "2023-12-26_03:30:00" 43599.8475904194
"1Y" "2023-12-25_03:30:00" 43010.5729205333
"1Y" "2023-12-24_03:30:00" 43728.3659896895
"1Y" "2023-12-23_03:30:00" 44012.1986320733
"1Y" "2023-12-22_03:30:00" 43868.9864223563
"1Y" "2023-12-21_03:30:00" 43648.1249306302
"1Y" "2023-12-20_03:30:00" 42261.3001386457
"1Y" "2023-12-19_03:30:00" 42641.5102132607
"1Y" "2023-12-18_03:30:00" 41348.2020891569
"1Y" "2023-12-17_03:30:00" 42236.1083449133
"1Y" "2023-12-16_03:30:00" 41937.7409680042
"1Y" "2023-12-15_03:30:00" 43028.2506905271
"1Y" "2023-12-14_03:30:00" 42884.262691725
"1Y" "2023-12-13_03:30:00" 41468.4658620962
"1Y" "2023-12-12_03:30:00" 41238.7333899751
"1Y" "2023-12-11_03:30:00" 43792.0178583651
"1Y" "2023-12-10_03:30:00" 43728.3834800905
"1Y" "2023-12-09_03:30:00" 44180.0209431358
"1Y" "2023-12-08_03:30:00" 43293.1349473961
"1Y" "2023-12-07_03:30:00" 43769.1310742455
"1Y" "2023-12-06_03:30:00" 44080.0242501869
"1Y" "2023-12-05_03:30:00" 41986.264347015
"1Y" "2023-12-04_03:30:00" 39978.6286477951
"1Y" "2023-12-03_03:30:00" 39472.2074711724
"1Y" "2023-12-02_03:30:00" 38689.2786171684
"1Y" "2023-12-01_03:30:00" 37718.0096264496
"1Y" "2023-11-30_03:30:00" 37861.1188827034
"1Y" "2023-11-29_03:30:00" 37826.105521743
"1Y" "2023-11-28_03:30:00" 37247.9911748235
"1Y" "2023-11-27_03:30:00" 37454.1919552581
"1Y" "2023-11-26_03:30:00" 37796.8288643374
"1Y" "2023-11-25_03:30:00" 37721.4134479349
"1Y" "2023-11-24_03:30:00" 37296.3168330161
"1Y" "2023-11-23_03:30:00" 37420.4338755699
"1Y" "2023-11-22_03:30:00" 35756.5532577388
"1Y" "2023-11-21_03:30:00" 37469.1597071434
"1Y" "2023-11-20_03:30:00" 37374.0746847021
"1Y" "2023-11-19_03:30:00" 36585.7656994176
"1Y" "2023-11-18_03:30:00" 36625.3714763297
"1Y" "2023-11-17_03:30:00" 36164.8236042335
"1Y" "2023-11-16_03:30:00" 37879.9799370366
"1Y" "2023-11-15_03:30:00" 35548.1127933703
"1Y" "2023-11-14_03:30:00" 36491.787577554
"1Y" "2023-11-13_03:30:00" 37070.3058713039
"1Y" "2023-11-12_03:30:00" 37133.9908846586
"1Y" "2023-11-11_03:30:00" 37310.070760187
"1Y" "2023-11-10_03:30:00" 36702.2518583303
"1Y" "2023-11-09_03:30:00" 35633.6343938601
"1Y" "2023-11-08_03:30:00" 35419.4767171176
"1Y" "2023-11-07_03:30:00" 35047.7936330374
"1Y" "2023-11-06_03:30:00" 35044.7899191289
"1Y" "2023-11-05_03:30:00" 35090.013021366
"1Y" "2023-11-04_03:30:00" 34736.3234106715
"1Y" "2023-11-03_03:30:00" 34942.474318143
"1Y" "2023-11-02_03:30:00" 35441.5773850878
"1Y" "2023-11-01_03:30:00" 34657.275324496
"1Y" "2023-10-31_03:30:00" 34500.077738405
"1Y" "2023-10-30_03:30:00" 34531.7413739892
"1Y" "2023-10-29_03:30:00" 34089.3717393188
"1Y" "2023-10-28_03:30:00" 33907.7236538604
"1Y" "2023-10-27_03:30:00" 34156.5006862458
"1Y" "2023-10-26_03:30:00" 34504.2874223132
"1Y" "2023-10-25_03:30:00" 33916.0440547641
"1Y" "2023-10-24_03:30:00" 33077.3039477251
"1Y" "2023-10-23_03:30:00" 30140.6848629718
"1Y" "2023-10-22_03:30:00" 29918.6550353499
"1Y" "2023-10-21_03:30:00" 29683.3818172183
"1Y" "2023-10-20_03:30:00" 28732.8115476298
"1Y" "2023-10-19_03:30:00" 28332.4153057225
"1Y" "2023-10-18_03:30:00" 28413.5308076905
"1Y" "2023-10-17_03:30:00" 28522.0981659193
"1Y" "2023-10-16_03:30:00" 27162.6282288816
"1Y" "2023-10-15_03:30:00" 26858.0117256917
"1Y" "2023-10-14_03:30:00" 26866.2032449465
"1Y" "2023-10-13_03:30:00" 26752.8795584136
"1Y" "2023-10-12_03:30:00" 26873.2924913907
"1Y" "2023-10-11_03:30:00" 27392.0755460815
"1Y" "2023-10-10_03:30:00" 27589.2011015988
"1Y" "2023-10-09_03:30:00" 27934.4721623395
"1Y" "2023-10-08_03:30:00" 27971.6781072086
"1Y" "2023-10-07_03:30:00" 27946.781632977
"1Y" "2023-10-06_03:30:00" 27412.1224236917
"1Y" "2023-10-05_03:30:00" 27798.6471269996
"1Y" "2023-10-04_03:30:00" 27429.074995009
"1Y" "2023-10-03_03:30:00" 27508.2518188075
"1Y" "2023-10-02_03:30:00" 27976.7991520291
"1Y" "2023-10-01_03:30:00" 26967.3974331494
"1Y" "2023-09-30_03:30:00" 26911.6891847171
"1Y" "2023-09-29_03:30:00" 27024.8417139356
"1Y" "2023-09-28_03:30:00" 26355.812394562
"1Y" "2023-09-27_03:30:00" 26209.498349443
"1Y" "2023-09-26_03:30:00" 26294.7586727413
"1Y" "2023-09-25_03:30:00" 26253.7752994376
"1Y" "2023-09-24_03:30:00" 26579.3739860713
"1Y" "2023-09-23_03:30:00" 26578.5559271151
"1Y" "2023-09-22_03:30:00" 26564.0561677608
"1Y" "2023-09-21_03:30:00" 27129.8400209459
"1Y" "2023-09-20_03:30:00" 27210.2284915397
"1Y" "2023-09-19_03:30:00" 26760.8510057672
"1Y" "2023-09-18_03:30:00" 26532.9947937991
"1Y" "2023-09-17_03:30:00" 26567.9275830021
"1Y" "2023-09-16_03:30:00" 26606.1986522569
"1Y" "2023-09-15_03:30:00" 26533.8188377296
"1Y" "2023-09-14_03:30:00" 26228.2778603251
"1Y" "2023-09-13_03:30:00" 25837.5549632929
"1Y" "2023-09-12_03:30:00" 25160.6579251895
"1Y" "2023-09-11_03:30:00" 25831.7155007322
"1Y" "2023-09-10_03:30:00" 25895.2099714338
"1Y" "2023-09-09_03:30:00" 25905.4249124824
"1Y" "2023-09-08_03:30:00" 26245.2082080784
"1Y" "2023-09-07_03:30:00" 25748.3120094302
"1Y" "2023-09-06_03:30:00" 25783.930744879
"1Y" "2023-09-05_03:30:00" 25814.9578079891
"1Y" "2023-09-04_03:30:00" 25968.1701334655
"1Y" "2023-09-03_03:30:00" 25869.4727927244
"1Y" "2023-09-02_03:30:00" 25800.9096091103
"1Y" "2023-09-01_03:30:00" 25934.0208061586
"1Y" "2023-08-31_03:30:00" 27301.9293168046
"1Y" "2023-08-30_03:30:00" 27726.0840340273
"1Y" "2023-08-29_03:30:00" 26102.4858320026
"7D" "2024-08-27_15:42:07" 62315.9702703282
"7D" "2024-08-27_15:25:00" 62445.5717969581
"7D" "2024-08-27_15:10:00" 62539.2276413112
"7D" "2024-08-27_14:55:00" 62486.8230109555
"7D" "2024-08-27_14:40:00" 62408.1930485589
"7D" "2024-08-27_14:25:00" 62300.0978596081
"7D" "2024-08-27_14:10:00" 62399.8219492486
"7D" "2024-08-27_14:00:00" 62375.4897341809
"7D" "2024-08-27_13:45:00" 62473.8251420035
"7D" "2024-08-27_13:30:00" 62689.3218304286
"7D" "2024-08-27_13:15:00" 62631.984036081
"7D" "2024-08-27_13:00:00" 62927.588523444
"7D" "2024-08-27_12:45:00" 62888.4411741975
"7D" "2024-08-27_12:30:00" 62816.7473593883
"7D" "2024-08-27_12:15:00" 62734.2321407442
"7D" "2024-08-27_12:05:00" 62724.7478202136
"7D" "2024-08-27_11:50:00" 62783.2256539339
"7D" "2024-08-27_11:35:00" 62999.76323323
"7D" "2024-08-27_11:20:00" 62851.3402006548
"7D" "2024-08-27_11:05:00" 62946.1424988244
"7D" "2024-08-27_10:50:00" 62842.0348087126
"7D" "2024-08-27_10:35:00" 62821.7945434444
"7D" "2024-08-27_10:20:00" 62791.4597887747
"7D" "2024-08-27_10:10:00" 62823.6250402316
"7D" "2024-08-27_09:55:00" 63044.7839761577
"7D" "2024-08-27_09:40:00" 63082.3523449254
"7D" "2024-08-27_09:25:00" 63151.5085621367
"7D" "2024-08-27_09:10:00" 63150.0311726115
"7D" "2024-08-27_08:55:00" 63157.8340036933
"7D" "2024-08-27_08:40:00" 63111.6752670678
"7D" "2024-08-27_08:30:00" 63052.2449425514
"7D" "2024-08-27_08:15:00" 63060.2872639826
"7D" "2024-08-27_08:00:00" 62952.8386242
"7D" "2024-08-27_07:45:00" 62975.8494586682
"7D" "2024-08-27_07:30:00" 62985.6943508467
"7D" "2024-08-27_07:15:00" 62923.6526503184
"7D" "2024-08-27_07:00:00" 62891.3271921407
"7D" "2024-08-27_06:45:00" 62764.0796088172
"7D" "2024-08-27_06:35:00" 62822.426633536
"7D" "2024-08-27_06:20:00" 62940.0202813391
"7D" "2024-08-27_06:05:00" 63107.3218232018
"7D" "2024-08-27_05:50:00" 63178.1488207226
"7D" "2024-08-27_05:35:00" 63062.8347009618
"7D" "2024-08-27_05:20:00" 63077.6401423017
"7D" "2024-08-27_05:05:00" 63196.899767586
"7D" "2024-08-27_04:50:00" 63100.3569270249
"7D" "2024-08-27_04:25:00" 62796.6056220469
"7D" "2024-08-27_04:10:00" 63026.4843020177
"7D" "2024-08-27_03:55:00" 62953.5968598984
"7D" "2024-08-27_03:40:00" 62874.2802803987
"7D" "2024-08-27_03:25:00" 62889.9626294747
"7D" "2024-08-27_03:10:00" 63009.1535422248
"7D" "2024-08-27_02:55:00" 63143.3329941906
"7D" "2024-08-27_02:45:00" 63077.8150199513
"7D" "2024-08-27_02:30:00" 63006.0023344061
"7D" "2024-08-27_02:15:00" 62931.090393752
"7D" "2024-08-27_02:00:00" 63115.9078513933
"7D" "2024-08-27_01:45:00" 63200.1666388294
"7D" "2024-08-27_01:30:00" 63175.4800408312
"7D" "2024-08-27_01:15:00" 63060.9156729149
"7D" "2024-08-27_01:00:00" 63007.1422241377
"7D" "2024-08-27_00:50:00" 63136.0348689109
"7D" "2024-08-27_00:35:00" 63394.948629393
"7D" "2024-08-27_00:20:00" 63537.1486697905
"7D" "2024-08-27_00:05:00" 63435.865560301
"7D" "2024-08-26_23:50:00" 63320.606398458
"7D" "2024-08-26_23:35:00" 63366.1980411099
"7D" "2024-08-26_23:20:00" 63333.363743406
"7D" "2024-08-26_23:05:00" 63536.8996576941
"7D" "2024-08-26_22:55:00" 63561.488442607
"7D" "2024-08-26_22:40:00" 63540.4978965643
"7D" "2024-08-26_22:25:00" 63630.226132415
"7D" "2024-08-26_22:10:00" 63657.8874696175
"7D" "2024-08-26_21:55:00" 63488.0926098654
"7D" "2024-08-26_21:40:00" 63307.2074695728
"7D" "2024-08-26_21:25:00" 63243.2438240074
"7D" "2024-08-26_21:10:00" 63564.2198401672
"7D" "2024-08-26_21:00:00" 63778.8533257347
"7D" "2024-08-26_20:45:00" 63691.5683978616
"7D" "2024-08-26_20:30:00" 63722.1839069254
"7D" "2024-08-26_20:15:00" 63792.0094944453
"7D" "2024-08-26_20:00:00" 63596.7858942641
"7D" "2024-08-26_19:45:00" 63571.9840383538
"7D" "2024-08-26_19:30:00" 63551.9114949942
"7D" "2024-08-26_19:15:00" 63503.8142501398
"7D" "2024-08-26_19:05:00" 63404.6651878795
"7D" "2024-08-26_18:50:00" 63230.3223771109
"7D" "2024-08-26_18:35:00" 63413.4152329891
"7D" "2024-08-26_18:20:00" 63397.2146794739
"7D" "2024-08-26_18:05:00" 63483.9956288225
"7D" "2024-08-26_17:50:00" 63329.1474297539
"7D" "2024-08-26_17:35:00" 63870.0403090905
"7D" "2024-08-26_17:20:00" 63698.0541144395
"7D" "2024-08-26_17:10:00" 63716.1996169991
"7D" "2024-08-26_16:55:00" 63744.2228850017
"7D" "2024-08-26_16:40:00" 63743.6628130378
"7D" "2024-08-26_16:25:00" 63556.7258370706
"7D" "2024-08-26_16:10:00" 63639.9367178329
"7D" "2024-08-26_15:55:00" 63819.2442911699
"7D" "2024-08-26_15:40:00" 63951.6558133204
"7D" "2024-08-26_15:25:00" 63939.6834947512
"7D" "2024-08-26_15:15:00" 63979.6989186826
"7D" "2024-08-26_15:00:00" 63984.965347872
"7D" "2024-08-26_14:45:00" 63908.939440179
"7D" "2024-08-26_14:30:00" 63802.288010498
"7D" "2024-08-26_14:15:00" 63974.2152034936
"7D" "2024-08-26_14:00:00" 63938.6101129072
"7D" "2024-08-26_13:45:00" 63976.8576538011
"7D" "2024-08-26_13:35:00" 63916.9900579988
"7D" "2024-08-26_13:20:00" 63708.4888811603
"7D" "2024-08-26_13:05:00" 63571.577844365
"7D" "2024-08-26_12:50:00" 63774.5389359895
"7D" "2024-08-26_12:35:00" 63719.6493124351
"7D" "2024-08-26_12:20:00" 63743.2136818773
"7D" "2024-08-26_12:05:00" 63831.3037159786
"7D" "2024-08-26_11:50:00" 63853.3352640181
"7D" "2024-08-26_11:40:00" 63799.9339010026
"7D" "2024-08-26_11:25:00" 63667.533571168
"7D" "2024-08-26_11:10:00" 63761.5067616194
"7D" "2024-08-26_10:55:00" 63806.5616311297
"7D" "2024-08-26_10:40:00" 63617.3831167251
"7D" "2024-08-26_10:25:00" 63761.0489828014
"7D" "2024-08-26_10:10:00" 63969.5931900942
"7D" "2024-08-26_09:55:00" 63905.9689529498
"7D" "2024-08-26_09:45:00" 63880.223787333
"7D" "2024-08-26_09:30:00" 63980.1294913678
"7D" "2024-08-26_09:15:00" 63992.9081757019
"7D" "2024-08-26_09:00:00" 63913.9746197885
"7D" "2024-08-26_08:45:00" 64025.4930194407
"7D" "2024-08-26_08:30:00" 64028.7283234646
"7D" "2024-08-26_08:15:00" 64070.5897878366
"7D" "2024-08-26_08:00:00" 64172.6293984206
"7D" "2024-08-26_07:50:00" 64183.7361411386
"7D" "2024-08-26_07:35:00" 64191.03922986
"7D" "2024-08-26_07:20:00" 64118.2003367134
"7D" "2024-08-26_07:05:00" 64131.8722528161
"7D" "2024-08-26_06:50:00" 64120.2374350214
"7D" "2024-08-26_06:35:00" 64070.5216422414
"7D" "2024-08-26_06:20:00" 63985.8119677128
"7D" "2024-08-26_06:05:00" 64027.8772290376
"7D" "2024-08-26_05:55:00" 63934.1861014701
"7D" "2024-08-26_05:40:00" 63967.9267281119
"7D" "2024-08-26_05:25:00" 63946.2648224996
"7D" "2024-08-26_05:10:00" 64071.8576654358
"7D" "2024-08-26_04:55:00" 64156.7652174758
"7D" "2024-08-26_04:40:00" 64046.7812387219
"7D" "2024-08-26_04:25:00" 64163.0438019465
"7D" "2024-08-26_04:10:00" 64209.5760765164
"7D" "2024-08-26_04:00:00" 64318.36033016
"7D" "2024-08-26_03:45:00" 64180.5278618539
"7D" "2024-08-26_03:30:00" 64290.9235779678
"7D" "2024-08-26_03:15:00" 64409.8418313882
"7D" "2024-08-26_03:00:00" 64789.168054687
"7D" "2024-08-26_02:45:00" 64860.1305745481
"7D" "2024-08-26_02:30:00" 64509.8682144553
"7D" "2024-08-26_02:15:00" 64474.087559411
"7D" "2024-08-26_02:05:00" 64408.1394255444
"7D" "2024-08-26_01:50:00" 64592.1978195725
"7D" "2024-08-26_01:35:00" 64428.4460077581
"7D" "2024-08-26_01:20:00" 64374.2580997036
"7D" "2024-08-26_01:05:00" 64479.9375219693
"7D" "2024-08-26_00:50:00" 64422.7518443774
"7D" "2024-08-26_00:35:00" 64255.8003528739
"7D" "2024-08-26_00:20:00" 64246.5252782583
"7D" "2024-08-26_00:10:00" 64188.0230478429
"7D" "2024-08-25_23:55:00" 64183.6865302355
"7D" "2024-08-25_23:40:00" 64272.8472856768
"7D" "2024-08-25_23:25:00" 64222.7330177305
"7D" "2024-08-25_23:10:00" 64195.4091046568
"7D" "2024-08-25_22:55:00" 64201.3503479747
"7D" "2024-08-25_22:40:00" 64221.9418948259
"7D" "2024-08-25_22:25:00" 64158.5216950054
"7D" "2024-08-25_22:15:00" 64274.0648685254
"7D" "2024-08-25_22:00:00" 64146.8920939807
"7D" "2024-08-25_21:45:00" 64126.1400608696
"7D" "2024-08-25_21:30:00" 64163.1157340014
"7D" "2024-08-25_21:15:00" 64181.0814195326
"7D" "2024-08-25_21:00:00" 64078.7825810955
"7D" "2024-08-25_20:45:00" 64137.0320320077
"7D" "2024-08-25_20:35:00" 64068.3319455618
"7D" "2024-08-25_20:20:00" 64070.512129477
"7D" "2024-08-25_20:05:00" 64148.7575953922
"7D" "2024-08-25_19:50:00" 64180.8544272618
"7D" "2024-08-25_19:35:00" 64205.6531128463
"7D" "2024-08-25_19:20:00" 64123.8425121772
"7D" "2024-08-25_19:05:00" 64173.20814392
"7D" "2024-08-25_18:50:00" 64263.7035238633
"7D" "2024-08-25_18:40:00" 64191.6935515695
"7D" "2024-08-25_18:25:00" 64166.5405163006
"7D" "2024-08-25_18:10:00" 64267.0285593085
"7D" "2024-08-25_17:55:00" 64182.5933175103
